category,competition,season,rank_by_xg,team,matches_played,xg_per_match,xga_per_match,xgd_per_match,goals_for_per_match,goals_against_per_match,xg_vs_actual_per_match,recommended_weight,source,source_url,data_status,last_verified,notes
continental_tournament,Africa Cup of Nations,2023,24,Botswana,3,0.53,2.5,-1.97,0.0,2.33,-0.53,0.80,FootyStats,https://footystats.org/international/africa-cup-of-nations/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,1,Saudi Arabia,4,2.33,0.39,1.94,1.25,0.5,-1.08,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,2,South Korea,6,2.12,0.97,1.15,1.83,1.67,-0.29,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,3,Palestine,4,1.8,1.1,0.7,1.5,1.75,-0.3,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,4,Japan,5,1.7,0.63,1.07,2.4,1.6,0.7,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,5,Australia,5,1.63,0.62,1.01,1.8,0.6,0.17,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,6,Iraq,4,1.58,1.03,0.55,2.5,1.75,0.92,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,7,Tajikistan,5,1.48,1.4,0.08,0.6,0.8,-0.88,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,8,Lebanon,3,1.45,1.82,-0.37,0.33,1.67,-1.12,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,9,Iran,6,1.45,0.93,0.52,2.0,1.17,0.55,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,10,Qatar,7,1.42,1.06,0.36,2.0,0.71,0.58,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,11,Uzbekistan,5,1.39,0.8,0.59,1.4,0.6,0.01,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,12,United Arab Emirates,4,1.34,1.95,-0.61,1.5,1.25,0.16,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,13,Hong Kong,3,1.34,1.95,-0.61,0.33,2.33,-1.01,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,14,China,3,1.31,1.37,-0.06,0.0,0.33,-1.31,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,15,Jordan,7,1.29,1.47,-0.18,1.86,1.14,0.57,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,16,Bahrain,4,1.15,1.13,0.02,1.0,1.5,-0.15,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,17,Oman,3,1.12,1.06,0.06,0.67,1.0,-0.45,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,18,Syria,4,1.08,1.15,-0.07,0.5,0.5,-0.58,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,19,Indonesia,4,0.91,1.47,-0.56,0.75,2.5,-0.16,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,20,Vietnam,3,0.84,1.89,-1.05,1.33,2.67,0.49,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,21,Thailand,4,0.82,1.54,-0.72,0.75,0.5,-0.07,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,22,Malaysia,3,0.81,1.81,-1.0,1.0,2.67,0.19,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,23,Kyrgyzstan,3,0.75,2.03,-1.28,0.33,1.67,-0.42,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,AFC Asian Cup,2023,24,India,3,0.73,2.27,-1.54,0.0,2.0,-0.73,0.80,FootyStats,https://footystats.org/international/afc-asian-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,1,Panama,4,1.79,1.06,0.73,2.75,1.0,0.96,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,2,Mexico,6,1.61,0.73,0.88,1.67,0.5,0.06,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,3,USA,6,1.51,1.05,0.46,2.17,1.0,0.66,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,4,Dominican Republic,3,1.45,1.7,-0.25,1.0,1.67,-0.45,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,5,Haiti,3,1.33,1.1,0.23,0.67,1.33,-0.66,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,6,Canada,4,1.28,0.7,0.58,2.25,0.25,0.97,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,7,Costa Rica,4,1.24,1.47,-0.23,2.0,1.5,0.76,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,8,Suriname,3,1.22,1.78,-0.56,1.0,2.0,-0.22,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,9,Guadeloupe,3,1.22,1.37,-0.15,1.67,3.33,0.45,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,10,Jamaica,3,1.16,1.13,0.03,1.0,2.0,-0.16,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,11,Guatemala,5,1.14,1.36,-0.22,1.0,1.0,-0.14,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,12,Honduras,5,0.92,1.4,-0.48,1.0,1.8,0.08,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,13,Curaçao,3,0.91,0.8,0.11,0.67,1.0,-0.24,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,14,Saudi Arabia,4,0.73,1.19,-0.46,0.5,1.0,-0.23,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,15,Trinidad and Tobago,3,0.62,1.82,-1.2,0.67,2.33,0.05,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
continental_tournament,CONCACAF Gold Cup,2025,16,El Salvador,3,0.21,0.77,-0.56,0.0,1.33,-0.21,0.80,FootyStats,https://footystats.org/international/concacaf-gold-cup/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant.
friendly_deweighted,International Friendlies,2026,1,Tanzania,2,2.75,0.46,2.29,3.0,0.5,0.25,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,2,England,4,1.99,0.27,1.72,1.25,0.5,-0.74,0.55,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: elite (w=0.55)
friendly_deweighted,International Friendlies,2026,3,Russia,5,1.88,0.88,1.0,1.8,0.4,-0.08,0.45,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: upper (w=0.45)
friendly_deweighted,International Friendlies,2026,4,Portugal,4,1.6,0.94,0.66,1.5,0.5,-0.1,0.50,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: high (w=0.50)
friendly_deweighted,International Friendlies,2026,5,Azerbaijan,4,1.49,0.68,0.81,2.25,1.25,0.76,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,6,Armenia,3,1.47,0.6,0.87,1.0,1.33,-0.47,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,7,Belarus,4,1.45,1.28,0.17,2.25,1.0,0.8,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,8,Senegal,4,1.45,1.35,0.1,1.75,1.0,0.3,0.50,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: high (w=0.50)
friendly_deweighted,International Friendlies,2026,9,Venezuela,4,1.44,1.03,0.41,1.75,0.75,0.31,0.40,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: mid (w=0.40)
friendly_deweighted,International Friendlies,2026,10,Argentina,4,1.39,0.38,1.01,3.0,0.25,1.61,0.55,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: elite (w=0.55)
friendly_deweighted,International Friendlies,2026,11,Algeria,4,1.39,1.18,0.21,3.0,0.0,1.61,0.40,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: mid (w=0.40)
friendly_deweighted,International Friendlies,2026,12,Hungary,4,1.38,0.72,0.66,1.5,0.5,0.12,0.45,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: upper (w=0.45)
friendly_deweighted,International Friendlies,2026,13,China,4,1.38,0.89,0.49,1.0,0.75,-0.38,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,14,Burkina Faso,4,1.37,1.0,0.37,2.0,1.5,0.63,0.40,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: mid (w=0.40)
