claim_id,match_id,canonical_signal,signal_type,team,minute_bucket,sources,agreement_count,conflict_count,final_confidence,evidence_grade,single_source_penalty,use_for_weighting,use_for_prediction,available_before_kickoff,evidence_usage,evidence_partition,exclusion_reason,eligible_for_prematch_summary,source_url,source_type,source_authority,tactical_specificity,evidence_snippet,conflict_note
529db34ed9e24a6b,WC2026-D32,WC2026-D32|USA|tactical_mutual_lock|unknown,tactical_mutual_lock,USA,unknown,wc2026_r2_strategy,1,1,0.5045,C,,false,false,false,pre_match_prediction,excluded_non_prematch,available_before_kickoff_not_true,false,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,competition_context,0.65,0.4,late draw control plausible,conflict:tactical_mutual_lock_vs_strong_side_attack
7554cf56a78bd419,WC2026-D32,WC2026-D32||card_or_referee_chaos|unknown,card_or_referee_chaos,,unknown,match_officials_local,1,0,0.4985,C,,false,false,false,pre_match_prediction,excluded_non_prematch,available_before_kickoff_not_true,false,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021462,official_match,0.78,0.1,Felix Zwayer GER,
9cf8e22cef0ebd45,WC2026-D32,WC2026-D32|USA|strong_side_attack|unknown,strong_side_attack,USA,unknown,yahoo_usa_australia,1,1,0.5185,C,,false,false,true,pre_match_prediction,prematch_summary_only,conflict_without_agreement,true,https://sports.yahoo.com/articles/usa-vs-australia-predictions-picks-120000000.html,professional_media,0.72,0.35,USA home favorite Pulisic probable,conflict:tactical_mutual_lock_vs_strong_side_attack
26f7846d37b001fc,WC2026-C29,WC2026-C29|Brazil|general_observation|unknown,general_observation,Brazil,unknown,covers_odds|fifa_match_centre|fotmob_r1_brazil,3,0,0.6797,A,0.0,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fifa.com/en/tournaments/mens/worldcup/canada-usa-mexico-2026/articles/brazil-haiti-group-c,official_match,0.85,0.2,Brazil drew Morocco 1-1; Haiti lost 0-1 to Scotland,
9c0118cfb4472aae,WC2026-C29,WC2026-C29|Haiti|low_block_success|unknown,low_block_success,Haiti,unknown,fotmob_r1_haiti|yahoo_sports_preview,2,0,0.6662,A,0.0,true,true,true,pre_match_prediction,eligible_prematch,,true,https://sports.yahoo.com/articles/brazil-vs-haiti-predictions-picks-184300594.html,professional_media,0.72,0.55,Haiti sit deep 4-3-2-1 counter when space opens,
0fcb650d2f41f36e,WC2026-C29,WC2026-C29|Brazil|strong_side_attack|unknown,strong_side_attack,Brazil,unknown,wc2026_r2_strategy,1,0,0.4845,C,,false,false,true,pre_match_prediction,prematch_summary_only,low_confidence_single_source,true,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,competition_context,0.65,0.3,Brazil opened with only 1 point,
d42805b13f03cc4e,WC2026-C29,WC2026-C29||card_or_referee_chaos|unknown,card_or_referee_chaos,,unknown,match_officials_local,1,0,0.4985,C,,false,false,false,pre_match_prediction,excluded_non_prematch,available_before_kickoff_not_true,false,https://www.fifa.com/en/tournaments/mens/worldcup/canada-usa-mexico-2026/articles/brazil-haiti-group-c,official_match,0.78,0.1,confirmed referee ESP,
95ba993a1a0f9b0d,WC2026-C29,WC2026-C29|Brazil|set_piece_edge|unknown,set_piece_edge,Brazil,unknown,opta_analyst_brazil,1,0,0.5605,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://theanalyst.com/articles/brazil-world-cup-2026-tactics,professional_media,0.75,0.5,wide overload set piece height,
51e74f224124f5f7,WC2026-C30,WC2026-C30||general_observation|unknown,general_observation,,unknown,fifa_match_centre,1,0,0.5575,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fifa.com/en/tournaments/mens/worldcup/canada-usa-mexico-2026/articles/scotland-morocco-group-c,official_match,0.85,0.2,Scotland 3pts Morocco 1pt,
843c1ff928936753,WC2026-C30,WC2026-C30|Morocco|tactical_mutual_lock|unknown,tactical_mutual_lock,Morocco,unknown,yahoo_scotland_morocco,1,0,0.5415,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://sports.yahoo.com/articles/scotland-vs-morocco-picks-predictions-140309697.html,professional_media,0.72,0.45,Morocco composure vs Brazil,
9d3b27c144672603,WC2026-C30,WC2026-C30|Scotland|low_block_success|unknown,low_block_success,Scotland,unknown,covers_scotland_morocco,1,0,0.5395,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.covers.com/world-cup/morocco-vs-scotland-prediction-picks-odds-friday-6-19-2026,professional_media,0.7,0.5,Scotland defend deep if 2-0 down,
28787c0ac8de7d29,WC2026-C30,WC2026-C30|Morocco|pressing_success|unknown,pressing_success,Morocco,unknown,fotmob_r1_morocco,1,0,0.624,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fotmob.com/en-GB/matches/morocco-vs-brazil/1qr4gd,xg_event_data,0.88,0.45,high-press-direct style_label,
7512ee27d47331f0,WC2026-C30,WC2026-C30|Scotland|set_piece_edge|unknown,set_piece_edge,Scotland,unknown,fotmob_r1_scotland,1,0,0.601,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fotmob.com/en-GB/matches/haiti-vs-scotland/1q0g2q,xg_event_data,0.88,0.35,direct-set-piece style,
996295dc3455a388,WC2026-C30,WC2026-C30|Morocco|general_observation|unknown,general_observation,Morocco,unknown,fifa_youtube_preview,1,0,0.5475,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.youtube.com/watch?v=2az_yvJ3lXY,official_match,0.8,0.3,Morocco will dominate the ball,
18a199ac85d26c8d,WC2026-C30,WC2026-C30||card_or_referee_chaos|unknown,card_or_referee_chaos,,unknown,match_officials_local,1,0,0.4985,C,,false,false,false,pre_match_prediction,excluded_non_prematch,available_before_kickoff_not_true,false,https://www.fifa.com/en/tournaments/mens/worldcup/canada-usa-mexico-2026/articles/scotland-morocco-group-c,official_match,0.78,0.1,Ilgiz Tantashev UZB,
c55e9f0ca1df0e16,WC2026-C30,WC2026-C30|Scotland|late_game_opening|unknown,late_game_opening,Scotland,unknown,wc2026_r2_strategy,1,0,0.4945,C,,false,false,false,pre_match_prediction,excluded_non_prematch,available_before_kickoff_not_true,false,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,competition_context,0.65,0.35,Scotland may accept late draw,
55f72dabb2fc5b9c,WC2026-D31,WC2026-D31||general_observation|unknown,general_observation,,unknown,fifa_match_centre,1,0,0.5575,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021461,official_match,0.85,0.2,Turkey 0 Paraguay 0 pts,
ef47797bd2d44fba,WC2026-D31,WC2026-D31|Paraguay|injury_or_forced_substitution|unknown,injury_or_forced_substitution,Paraguay,unknown,si_preview,1,0,0.5685,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.si.com/soccer/turkiye-vs-paraguay-world-cup-preview-predictions-lineups-6-19-26,professional_media,0.78,0.45,Caballero muscular issue out,
a285c5ee4cb5ee73,WC2026-D31,WC2026-D31|Turkey|low_block_failure|unknown,low_block_failure,Turkey,unknown,fotmob_r1_turkey,1,0,0.614,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fotmob.com/en-GB/matches/turkiye-vs-australia/1gr3uk,xg_event_data,0.88,0.4,possession 72-28 xG 1.36-1.18,
490cae3c1ff31e7e,WC2026-D31,WC2026-D31|Paraguay|pressing_broken|unknown,pressing_broken,Paraguay,unknown,fotmob_r1_paraguay,1,0,0.624,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://www.fotmob.com/en-GB/matches/usa-vs-paraguay/1hr85j,xg_event_data,0.88,0.45,possession 35-65 xG 0.54,
baa959fe8fa2f8a5,WC2026-D31,WC2026-D31|USA|pressing_success|unknown,pressing_success,USA,unknown,opta_analyst_usa_paraguay,1,0,0.592,B,0.65,true,true,true,pre_match_prediction,eligible_prematch,,true,https://theanalyst.com/articles/usa-paraguay-best-stats-world-cup-2026-balogun-ream-pulisic,professional_media,0.8,0.5,530 high press regains,
ea287ca5d1f8c2af,WC2026-D31,WC2026-D31|Turkey|late_game_opening|unknown,late_game_opening,Turkey,unknown,shekicks_preview,1,0,0.509,C,,false,false,true,pre_match_prediction,prematch_summary_only,low_confidence_single_source,true,https://shekicks.net/turkey-v-paraguay-predictions/,professional_media,0.68,0.4,must-win open end-to-end,
82f7c98bd2157f61,WC2026-D31,WC2026-D31||card_or_referee_chaos|unknown,card_or_referee_chaos,,unknown,match_officials_local,1,0,0.4985,C,,false,false,false,pre_match_prediction,excluded_non_prematch,available_before_kickoff_not_true,false,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021461,official_match,0.78,0.1,Ivan Barton SLV,
3d77b060273579ff,WC2026-D31,WC2026-D31|Turkey|general_observation|unknown,general_observation,Turkey,unknown,covers_odds,1,0,0.3875,C,,false,false,true,pre_match_prediction,eligible_prematch,,true,https://www.covers.com/soccer/turkey-vs-paraguay-odds-world-cup-2026,market_reference,0.55,0.1,Turkey +105,
