match_id,date,home,away,home_shape,away_shape,home_in_possession_shape,away_in_possession_shape,home_press_shape,away_press_shape,home_low_block_shape,away_low_block_shape,home_key_zones,away_key_zones,source,source_url,source_title,confidence,is_estimated,team_profile_degraded
WC2026-L45,2026-06-23,England,Ghana,3-4-2-1,4-4-2,3-4-3,4-2-4,5-3-2,4-5-1,5-4-1,4-4-2,无明显单点破阵路径,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,England vs Ghana formation matchup candidate,0.7,true,false
WC2026-L46,2026-06-23,Panama,Croatia,4-4-2,4-3-3,2-4-4,2-3-5,4-4-2,4-4-2,4-4-2,4-5-1,估计画像：中路推进/肋部连接,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Panama vs Croatia formation matchup candidate,0.7,true,false
WC2026-K47,2026-06-23,Portugal,Uzbekistan,4-3-3,4-2-3-1,2-3-5,2-3-5,4-4-2,4-5-1,4-5-1,4-5-1,估计画像：中路推进/肋部连接+破低位能力较强,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Portugal vs Uzbekistan formation matchup candidate,0.7,true,false
WC2026-K48,2026-06-23,Colombia,DR Congo,4-2-3-1,4-2-3-1,2-3-5,2-3-5,4-2-3-1,4-5-1,4-5-1,4-5-1,估计画像：中路推进/肋部连接,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Colombia vs DR Congo formation matchup candidate,0.7,true,false
WC2026-C49,2026-06-24,Scotland,Brazil,4-4-2,4-4-2,2-4-4,2-4-4,4-4-2,4-4-2,4-4-2,4-4-2,无明显单点破阵路径,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Scotland vs Brazil formation matchup candidate,0.88,true,false
WC2026-C50,2026-06-24,Morocco,Haiti,4-2-3-1,4-4-2,2-3-5,2-4-4,4-2-3-1,4-5-1,4-5-1,4-4-2,无明显单点破阵路径,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Morocco vs Haiti formation matchup candidate,0.88,true,false
WC2026-B51,2026-06-24,Switzerland,Canada,4-2-3-1,4-3-3,2-3-5,2-3-5,4-4-2,4-3-3,4-5-1,4-5-1,估计画像：边路宽度/套边制造入口+中路推进/肋部连接+破低位能力较强,估计画像：边路宽度/套边制造入口+中路推进/肋部连接+破低位能力较强,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Switzerland vs Canada formation matchup candidate,0.7,true,false
WC2026-B52,2026-06-24,Bosnia and Herzegovina,Qatar,4-4-2,4-3-3,4-2-4,3-2-5,4-5-1,4-5-1,4-4-2,4-5-1,估计画像：中路推进受限,估计画像：边路宽度/套边制造入口+中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Bosnia and Herzegovina vs Qatar formation matchup candidate,0.7,true,false
WC2026-A53,2026-06-24,Czechia,Mexico,4-2-3-1,4-4-2,2-3-5,2-4-4,4-5-1,4-4-2,4-5-1,4-4-2,估计画像：中路推进受限+阵地破局效率偏低,估计画像：中路推进/肋部连接,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Czechia vs Mexico formation matchup candidate,0.7,true,false
WC2026-A54,2026-06-24,South Africa,South Korea,4-2-3-1,4-2-3-1,2-3-5,2-3-5,4-5-1,4-2-3-1,4-5-1,4-5-1,估计画像：中路推进受限+阵地破局效率偏低,估计画像：中路推进/肋部连接,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,South Africa vs South Korea formation matchup candidate,0.7,true,false
WC2026-E55,2026-06-25,Curacao,Ivory Coast,4-4-2,4-3-3,4-2-4,2-3-5,4-5-1,4-4-2,4-4-2,4-5-1,估计画像：中路推进受限+阵地破局效率偏低,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Curacao vs Ivory Coast formation matchup candidate,0.7,true,false
WC2026-E56,2026-06-25,Ecuador,Germany,5-3-2,4-2-3-1,3-4-3,2-3-5,5-2-3,4-2-3-1,5-4-1,4-5-1,无明显单点破阵路径,估计画像：中路推进/肋部连接+破低位能力较强,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Ecuador vs Germany formation matchup candidate,0.7,true,false
WC2026-F57,2026-06-25,Japan,Sweden,4-2-3-1,4-2-3-1,2-3-5,2-3-5,4-5-1,4-4-2,4-5-1,4-5-1,估计画像：中路推进受限+阵地破局效率偏低,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Japan vs Sweden formation matchup candidate,0.7,true,false
WC2026-F58,2026-06-25,Tunisia,Netherlands,4-5-1,4-3-3,4-5-1,2-3-5,4-4-2,4-4-2,4-5-1,4-5-1,无明显单点破阵路径,估计画像：中路推进/肋部连接,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Tunisia vs Netherlands formation matchup candidate,0.7,true,false
WC2026-D59,2026-06-25,Turkey,USA,4-2-3-1,4-1-2-3,2-3-5,4-1-2-3,4-2-3-1,4-1-2-3,4-5-1,4-1-2-3,中路推进/肋部连接+破低位能力较强,中路推进/肋部连接+破低位能力较强,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Turkey vs USA formation matchup candidate,0.88,true,false
WC2026-D60,2026-06-25,Paraguay,Australia,4-4-2,4-2-3-1,4-2-4,2-3-5,4-5-1,4-5-1,4-4-2,4-5-1,中路推进受限+阵地破局效率偏低,中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Paraguay vs Australia formation matchup candidate,0.88,true,false
WC2026-I61,2026-06-26,Norway,France,4-3-3,4-2-3-1,2-3-5,2-3-5,4-3-3,4-4-2,4-5-1,4-5-1,估计画像：中路推进/肋部连接,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Norway vs France formation matchup candidate,0.7,true,false
WC2026-I62,2026-06-26,Senegal,Iraq,4-3-3,4-2-3-1,2-3-5,2-3-5,4-4-2,4-5-1,4-5-1,4-5-1,无明显单点破阵路径,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Senegal vs Iraq formation matchup candidate,0.7,true,false
WC2026-G63,2026-06-26,Egypt,Iran,4-2-3-1,4-4-2,2-3-5,2-4-4,4-4-2,4-4-2,4-5-1,4-4-2,无明显单点破阵路径,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Egypt vs Iran formation matchup candidate,0.7,true,false
WC2026-G64,2026-06-26,New Zealand,Belgium,5-3-2,4-2-3-1,3-4-3,2-3-5,5-3-2,4-2-3-1,5-4-1,4-5-1,无明显单点破阵路径,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,New Zealand vs Belgium formation matchup candidate,0.7,true,false
WC2026-H65,2026-06-26,Cape Verde,Saudi Arabia,5-3-2,4-2-3-1,3-4-3,2-3-5,5-4-1,4-5-1,5-4-1,4-5-1,估计画像：中路推进受限+阵地破局效率偏低,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Cape Verde vs Saudi Arabia formation matchup candidate,0.7,true,false
WC2026-H66,2026-06-26,Uruguay,Spain,3-3-1-3,4-3-3,3-3-1-3,2-3-5,5-2-3,4-3-3,5-4-1,4-5-1,估计画像：中路推进/肋部连接+破低位能力较强,估计画像：中路推进/肋部连接+破低位能力较强,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Uruguay vs Spain formation matchup candidate,0.7,true,false
WC2026-L67,2026-06-27,Panama,England,4-4-2,3-4-2-1,2-4-4,3-4-3,4-4-2,5-3-2,4-4-2,5-4-1,估计画像：中路推进/肋部连接,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Panama vs England formation matchup candidate,0.7,true,false
WC2026-L68,2026-06-27,Croatia,Ghana,4-3-3,4-4-2,2-3-5,4-2-4,4-4-2,4-5-1,4-5-1,4-4-2,无明显单点破阵路径,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Croatia vs Ghana formation matchup candidate,0.7,true,false
WC2026-J69,2026-06-27,Algeria,Austria,4-2-3-1,4-2-3-1,2-3-5,2-3-5,4-2-3-1,4-2-3-1,4-5-1,4-5-1,无明显单点破阵路径,估计画像：中路推进/肋部连接+破低位能力较强,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Algeria vs Austria formation matchup candidate,0.7,true,false
WC2026-J70,2026-06-27,Jordan,Argentina,5-3-2,4-3-3,3-4-3,2-3-5,5-4-1,4-4-2,5-4-1,4-5-1,估计画像：中路推进受限+阵地破局效率偏低,无明显单点破阵路径,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Jordan vs Argentina formation matchup candidate,0.7,true,false
WC2026-K71,2026-06-27,Colombia,Portugal,4-2-3-1,4-3-3,2-3-5,2-3-5,4-2-3-1,4-4-2,4-5-1,4-5-1,估计画像：中路推进/肋部连接,估计画像：中路推进/肋部连接+破低位能力较强,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,Colombia vs Portugal formation matchup candidate,0.7,true,false
WC2026-K72,2026-06-27,DR Congo,Uzbekistan,4-2-3-1,4-2-3-1,2-3-5,2-3-5,4-5-1,4-5-1,4-5-1,4-5-1,估计画像：中路推进受限+阵地破局效率偏低,估计画像：中路推进受限+阵地破局效率偏低,phase01_profile+wc2026_schedule,https://www.roadtrips.com/world-cup/2026-world-cup-packages/schedule/,DR Congo vs Uzbekistan formation matchup candidate,0.7,true,false
