match_id,home,away,scenario_id,scenario_name,raw_base_weight,raw_tactical_delta,raw_player_delta,raw_source_delta,raw_probability_context_delta,raw_total_score,normalized_weight,base_weight,tactical_delta,player_delta,source_delta,probability_context_delta,weight,final_weight_deprecated,scenario_ranking_weight,home_lambda_delta,away_lambda_delta,variance_delta,over25_delta,btts_delta,htft_bias,htft_bias_semantic,score_family,triggered_by,evidence_summary,weight_gates,evidence_refs,data_confidence,is_fallback,fallback_reason,fallback_fields,fallback_ratio,fallback_confidence_cap,precision_warning,generated_at
WC2026-A25,Czechia,South Africa,S11_group_state_draw_control,小组赛积分形势导致接受平局/控节奏,0.09,0,0,0,0,0.09,0.028935,0.09,0,0,0,0,0.028935,0.028935,0.028935,0,0,0,0,0,平/平;平/胜;平/负,draw_ht|draw_ft;underdog_holds_ht|draw_ft;draw_ht|favorite_wins_ft,0-0;1-1;1-0;0-1,auto_matchup_features,,"{""s11_draw_control"":{""context_used"":true,""home_draw_acceptance"":0.1,""away_draw_acceptance"":0.1,""mutual_draw_acceptance"":0.1,""late_draw_control_index"":0.0505,""max_must_win_pressure"":0.9,""composite_score"":0.0,""context_reason"":""R2 Czechia vs South Africa: low draw acceptance; must-win pressure dominant.""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-A25,Czechia,South Africa,S12_rotation_tempo_drop,轮换/保主力导致强队节奏下降,0.05,0,0,0,0,0.05,0.016075,0.05,0,0,0,0,0.016075,0.016075,0.016075,0,0,0,0,0,平/胜;平/平;胜/胜;负/负,draw_ht|favorite_wins_ft;draw_ht|draw_ft;favorite_leads_ht|favorite_wins_ft,1-0;2-0;1-1;2-1,prior_only_no_rotation_evidence,,"{""gate_applied"":true,""gate_reason"":""no_rotation_evidence"",""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-A25,Czechia,South Africa,S13_must_win_early_aggression,必须抢分队开局冒进,0.06,0,0,0,0,0.06,0.01929,0.06,0,0,0,0,0.01929,0.01929,0.01929,0,0,0,0,0,胜/胜;负/负;平/胜;平/负;胜/负;负/胜,favorite_leads_ht|favorite_wins_ft;underdog_leads_ht|underdog_wins_ft;draw_ht|favorite_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,2-1;1-2;2-2;3-1;1-3;3-2,s13_gate_blocked_no_pressure,,"{""s13_group_pressure_gate"":{""group_table_pressure"":0.0,""source_pressure"":false,""gate_applied"":true,""gate_reason"":""no_group_or_source_must_win_pressure""},""gate_applied"":true,""gate_reason"":""no_group_or_source_must_win_pressure""}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-A25,Czechia,South Africa,S14_buildup_gk_error_chain,门将/后场出球失误链,0.05,0,0,0,0,0.05,0.016075,0.05,0,0,0,0,0.016075,0.016075,0.016075,0,0,0,0,0,胜/胜;负/负;平/胜;平/负,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft;underdog_leads_ht|underdog_wins_ft,1-0;0-1;2-0;0-2;2-1;1-2;3-1,press_cap_only,,"{""specific_buildup_evidence"":false,""duplicate_press_cap_applied"":false,""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-A25,Czechia,South Africa,S15_weather_travel_pitch_adaptation,极端天气/场地/旅行适应影响节奏,0.05,0,0,0,0,0.05,0.016075,0.05,0,0,0,0,0.016075,0.016075,0.016075,0,0,0,0,0,平/胜;平/负;胜/平;负/平,draw_ht|favorite_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|draw_ft;underdog_leads_ht|draw_ft,1-0;0-1;2-1;1-2;2-0;0-2,prior_only_no_environment_evidence,,"{""gate_applied"":true,""gate_reason"":""no_environment_evidence"",""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-A25,Czechia,South Africa,S16_var_penalty_momentum_swing,VAR/点球/争议判罚改变比赛节奏,0.05,0.1356,0,0,0,0.1856,0.05967,0.05,0.1356,0,0,0,0.05967,0.05967,0.05967,0,0,0,0,0,胜/负;负/胜;平/胜;平/负;胜/平;负/平,favorite_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;underdog_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft;draw_ht|draw_ft,2-1;1-2;2-2;3-1;1-3;3-2,referee_pk_var:Tori Penso,,"{""evidence_refs"":[],""referee_pk_var"":""Tori Penso""}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-A25,Czechia,South Africa,S17_group_top_spot_controlled_win,小组第一路径驱动的低风险争胜,0.06,0,0,0,0,0.06,0.01929,0.06,0,0,0,0,0.01929,0.01929,0.01929,0,0,0,0,0,平/胜;胜/胜;平/平,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,1-0;2-0;2-1;1-1,auto_matchup_features,,"{""s17_top_spot_controlled_win"":{""context_used"":true,""home_controlled_win_incentive"":0.0,""away_controlled_win_incentive"":0.0,""leading_side"":""home"",""mutual_draw_acceptance"":0.1,""max_must_win_pressure"":0.9,""composite_score"":0.0,""context_reason"":""R2 Czechia vs South Africa: low draw acceptance; must-win pressure dominant.""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S01_favorite_early_break_open,强队早球后比赛被打开,0.1,1.2368,0,0,0.1265,1.4633,0.242507,0.1,1.2368,0,0,0.1265,0.242507,0.242507,0.242507,0,0,0,0,0,胜/胜;负/负,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft,2-0;3-0;3-1;4-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S02_low_block_survival,弱队低位守住上半场，比分压低,0.1,-0.0359,0,0,0,0.0641,0.010629,0.1,-0.0359,0,0,0,0.010629,0.010629,0.010629,0,0,0,0,0,平/胜;平/平;平/负,underdog_holds_ht|favorite_wins_ft;draw_ht|draw_ft;underdog_holds_ht|draw_ft,0-0;1-0;1-1;2-0,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S03_wide_overload_crossfire,边路错位被持续打穿,0.1,2.1567,0,0,0,2.2567,0.374001,0.1,2.1567,0,0,0,0.374001,0.374001,0.374001,0,0,0,0,0,胜/胜;平/胜;负/负;平/负,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,2-1;3-1;3-2,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S04_press_trap_turnover_goal,高压陷阱制造前场失误,0.1,0.1203,0,0,0,0.2203,0.036517,0.1,0.1203,0,0,0,0.036517,0.036517,0.036517,0,0,0,0,0,胜/胜;负/负,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,1-0;2-0;2-1;3-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S05_high_line_vs_runner,高位防线被速度型前锋反复冲身后,0.1,0,0,0,0,0.1,0.016573,0.1,0,0,0,0,0.016573,0.016573,0.016573,0,0,0,0,0,负/负;平/负;胜/负;胜/胜,underdog_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,1-2;2-2;2-3;1-3,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S06_set_piece_breakthrough,定位球成为破局点,0.1,0.0063,0,0,0,0.1063,0.017614,0.1,0.0063,0,0,0,0.017614,0.017614,0.017614,0,0,0,0,0,胜/胜;平/胜;平/负,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,1-0;2-0;2-1;1-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S07_late_chase_open_game,末段追分压上导致开放式尾段,0.1,0.3581,0,0,0.0992,0.5572,0.092352,0.1,0.3581,0,0,0.0992,0.092352,0.092352,0.092352,0,0,0,0,0,平/胜;平/负;负/平;胜/平;负/胜;胜/负,draw_ht|favorite_wins_ft;underdog_holds_ht|underdog_wins_ft;favorite_leads_ht|draw_ft;draw_ht|underdog_wins_ft,2-1;1-2;2-2;3-2;2-3,auto_matchup_features+capped_by_competition_context,,"{""competition_late_chase_cap"":{""context_used"":true,""late_chase_suppression"":0.216,""late_draw_control_index"":0.48}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S08_strict_ref_card_penalty_chaos,严哨/红牌/身体对抗混沌,0.1,0.0543,0,0,0,0.1543,0.025575,0.1,0.0543,0,0,0,0.025575,0.025575,0.025575,0,0,0,0,0,胜/负;负/胜;平/胜;平/负,favorite_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;underdog_leads_ht|favorite_wins_ft;draw_ht|draw_ft,2-1;1-2;3-1;1-3;3-2,high_team_chaos_index_only,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S09_fatigue_travel_second_half_drop,旅行/体能导致下半场防守断电,0.1,0,0,0,0,0.1,0.016573,0.1,0,0,0,0,0.016573,0.016573,0.016573,0,0,0,0,0,平/胜;胜/胜;平/负;负/负,draw_ht|favorite_wins_ft;favorite_leads_ht|draw_ft;underdog_holds_ht|underdog_wins_ft,1-0;2-0;2-1;3-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S10_tactical_stalemate_mutual_constraint,双方战术互相牵制，进入僵持,0.1,0,0,0,0,0.1,0.016573,0.1,0,0,0,0,0.016573,0.016573,0.016573,0,0,0,0,0,平/平;平/胜;平/负,draw_ht|draw_ft;underdog_holds_ht|draw_ft;draw_ht|favorite_wins_ft,0-0;1-0;0-1;1-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S11_group_state_draw_control,小组赛积分形势导致接受平局/控节奏,0.09,0.1152,0,0,0,0.2052,0.034007,0.09,0.1152,0,0,0,0.034007,0.034007,0.034007,0,0,0,0,0,平/平;平/胜;平/负,draw_ht|draw_ft;underdog_holds_ht|draw_ft;draw_ht|favorite_wins_ft,0-0;1-1;1-0;0-1,structured_competition_context_draw_control,,"{""s11_draw_control"":{""context_used"":true,""home_draw_acceptance"":0.48,""away_draw_acceptance"":0.48,""mutual_draw_acceptance"":0.48,""late_draw_control_index"":0.48,""max_must_win_pressure"":0.0,""composite_score"":0.384,""context_reason"":""R2 Switzerland(1pts) vs Bosnia and Herzegovina(1pts).""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S12_rotation_tempo_drop,轮换/保主力导致强队节奏下降,0.05,0,0,0,0,0.05,0.008286,0.05,0,0,0,0,0.008286,0.008286,0.008286,0,0,0,0,0,平/胜;平/平;胜/胜;负/负,draw_ht|favorite_wins_ft;draw_ht|draw_ft;favorite_leads_ht|favorite_wins_ft,1-0;2-0;1-1;2-1,prior_only_no_rotation_evidence,,"{""gate_applied"":true,""gate_reason"":""no_rotation_evidence"",""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S13_must_win_early_aggression,必须抢分队开局冒进,0.06,0.225,0,0,0.1265,0.4115,0.068198,0.06,0.225,0,0,0.1265,0.068198,0.068198,0.068198,0,0,0,0,0,胜/胜;负/负;平/胜;平/负;胜/负;负/胜,favorite_leads_ht|favorite_wins_ft;underdog_leads_ht|underdog_wins_ft;draw_ht|favorite_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,2-1;1-2;2-2;3-1;1-3;3-2,group_table_must_win,,"{""s13_group_pressure_gate"":{""group_table_pressure"":0.75,""source_pressure"":false,""gate_applied"":false,""gate_reason"":""""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S14_buildup_gk_error_chain,门将/后场出球失误链,0.05,0,0,0,0,0.05,0.008286,0.05,0,0,0,0,0.008286,0.008286,0.008286,0,0,0,0,0,胜/胜;负/负;平/胜;平/负,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft;underdog_leads_ht|underdog_wins_ft,1-0;0-1;2-0;0-2;2-1;1-2;3-1,press_cap_only,,"{""specific_buildup_evidence"":false,""duplicate_press_cap_applied"":false,""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S15_weather_travel_pitch_adaptation,极端天气/场地/旅行适应影响节奏,0.05,0,0,0,0,0.05,0.008286,0.05,0,0,0,0,0.008286,0.008286,0.008286,0,0,0,0,0,平/胜;平/负;胜/平;负/平,draw_ht|favorite_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|draw_ft;underdog_leads_ht|draw_ft,1-0;0-1;2-1;1-2;2-0;0-2,prior_only_no_environment_evidence,,"{""gate_applied"":true,""gate_reason"":""no_environment_evidence"",""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S16_var_penalty_momentum_swing,VAR/点球/争议判罚改变比赛节奏,0.05,0,0,0,0,0.05,0.008286,0.05,0,0,0,0,0.008286,0.008286,0.008286,0,0,0,0,0,胜/负;负/胜;平/胜;平/负;胜/平;负/平,favorite_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;underdog_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft;draw_ht|draw_ft,2-1;1-2;2-2;3-1;1-3;3-2,no_var_penalty_evidence,,"{""evidence_refs"":[],""gate_applied"":true,""gate_reason"":""no_var_penalty_evidence""}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B26,Switzerland,Bosnia and Herzegovina,S17_group_top_spot_controlled_win,小组第一路径驱动的低风险争胜,0.06,0.0349,0,0,0,0.0949,0.015735,0.06,0.0349,0,0,0,0.015735,0.015735,0.015735,0,0,0,0,0,平/胜;胜/胜;平/平,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,1-0;2-0;2-1;1-1,structured_competition_context_top_spot,,"{""s17_top_spot_controlled_win"":{""context_used"":true,""home_controlled_win_incentive"":0.096,""away_controlled_win_incentive"":0.096,""leading_side"":""home"",""mutual_draw_acceptance"":0.48,""max_must_win_pressure"":0.0,""composite_score"":0.1344,""context_reason"":""R2 Switzerland(1pts) vs Bosnia and Herzegovina(1pts).""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S01_favorite_early_break_open,强队早球后比赛被打开,0.1,1.5062,0,0,0.1352,1.7414,0.238386,0.1,1.5062,0,0,0.1352,0.238386,0.238386,0.238386,0,0,0,0,0,胜/胜;负/负,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft,2-0;3-0;3-1;4-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S02_low_block_survival,弱队低位守住上半场，比分压低,0.1,-0.1757,0,0,0,0,0,0.1,-0.1757,0,0,0,0,0,0,0,0,0,0,0,平/胜;平/平;平/负,underdog_holds_ht|favorite_wins_ft;draw_ht|draw_ft;underdog_holds_ht|draw_ft,0-0;1-0;1-1;2-0,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S03_wide_overload_crossfire,边路错位被持续打穿,0.1,0.7633,0,0,0,0.8633,0.118173,0.1,0.7633,0,0,0,0.118173,0.118173,0.118173,0,0,0,0,0,胜/胜;平/胜;负/负;平/负,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,2-1;3-1;3-2,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S04_press_trap_turnover_goal,高压陷阱制造前场失误,0.1,1.0237,0,0,0,1.1237,0.153826,0.1,1.0237,0,0,0,0.153826,0.153826,0.153826,0,0,0,0,0,胜/胜;负/负,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,1-0;2-0;2-1;3-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S05_high_line_vs_runner,高位防线被速度型前锋反复冲身后,0.1,1.0327,0,0,0,1.1327,0.155051,0.1,1.0327,0,0,0,0.155051,0.155051,0.155051,0,0,0,0,0,负/负;平/负;胜/负;胜/胜,underdog_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,1-2;2-2;2-3;1-3,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S06_set_piece_breakthrough,定位球成为破局点,0.1,0.5763,0,0,0,0.6763,0.092576,0.1,0.5763,0,0,0,0.092576,0.092576,0.092576,0,0,0,0,0,胜/胜;平/胜;平/负,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,1-0;2-0;2-1;1-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S07_late_chase_open_game,末段追分压上导致开放式尾段,0.1,0.3095,0,0,0.106,0.5155,0.070562,0.1,0.3095,0,0,0.106,0.070562,0.070562,0.070562,0,0,0,0,0,平/胜;平/负;负/平;胜/平;负/胜;胜/负,draw_ht|favorite_wins_ft;underdog_holds_ht|underdog_wins_ft;favorite_leads_ht|draw_ft;draw_ht|underdog_wins_ft,2-1;1-2;2-2;3-2;2-3,auto_matchup_features+capped_by_competition_context,,"{""competition_late_chase_cap"":{""context_used"":true,""late_chase_suppression"":0.216,""late_draw_control_index"":0.48}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S08_strict_ref_card_penalty_chaos,严哨/红牌/身体对抗混沌,0.1,0,0,0,0,0.1,0.013689,0.1,0,0,0,0,0.013689,0.013689,0.013689,0,0,0,0,0,胜/负;负/胜;平/胜;平/负,favorite_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;underdog_leads_ht|favorite_wins_ft;draw_ht|draw_ft,2-1;1-2;3-1;1-3;3-2,no_ref_card_evidence_baseline_only,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S09_fatigue_travel_second_half_drop,旅行/体能导致下半场防守断电,0.1,0,0,0,0,0.1,0.013689,0.1,0,0,0,0,0.013689,0.013689,0.013689,0,0,0,0,0,平/胜;胜/胜;平/负;负/负,draw_ht|favorite_wins_ft;favorite_leads_ht|draw_ft;underdog_holds_ht|underdog_wins_ft,1-0;2-0;2-1;3-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S10_tactical_stalemate_mutual_constraint,双方战术互相牵制，进入僵持,0.1,0,0,0,0,0.1,0.013689,0.1,0,0,0,0,0.013689,0.013689,0.013689,0,0,0,0,0,平/平;平/胜;平/负,draw_ht|draw_ft;underdog_holds_ht|draw_ft;draw_ht|favorite_wins_ft,0-0;1-0;0-1;1-1,auto_matchup_features,,{},,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S11_group_state_draw_control,小组赛积分形势导致接受平局/控节奏,0.09,0.1152,0,0,0,0.2052,0.02809,0.09,0.1152,0,0,0,0.02809,0.02809,0.02809,0,0,0,0,0,平/平;平/胜;平/负,draw_ht|draw_ft;underdog_holds_ht|draw_ft;draw_ht|favorite_wins_ft,0-0;1-1;1-0;0-1,structured_competition_context_draw_control,,"{""s11_draw_control"":{""context_used"":true,""home_draw_acceptance"":0.48,""away_draw_acceptance"":0.48,""mutual_draw_acceptance"":0.48,""late_draw_control_index"":0.48,""max_must_win_pressure"":0.0,""composite_score"":0.384,""context_reason"":""R2 Canada(1pts) vs Qatar(1pts).""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S12_rotation_tempo_drop,轮换/保主力导致强队节奏下降,0.05,0,0,0,0,0.05,0.006845,0.05,0,0,0,0,0.006845,0.006845,0.006845,0,0,0,0,0,平/胜;平/平;胜/胜;负/负,draw_ht|favorite_wins_ft;draw_ht|draw_ft;favorite_leads_ht|favorite_wins_ft,1-0;2-0;1-1;2-1,prior_only_no_rotation_evidence,,"{""gate_applied"":true,""gate_reason"":""no_rotation_evidence"",""evidence_refs"":[]}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
WC2026-B27,Canada,Qatar,S13_must_win_early_aggression,必须抢分队开局冒进,0.06,0.225,0,0,0.1352,0.4202,0.057519,0.06,0.225,0,0,0.1352,0.057519,0.057519,0.057519,0,0,0,0,0,胜/胜;负/负;平/胜;平/负;胜/负;负/胜,favorite_leads_ht|favorite_wins_ft;underdog_leads_ht|underdog_wins_ft;draw_ht|favorite_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,2-1;1-2;2-2;3-1;1-3;3-2,group_table_must_win,,"{""s13_group_pressure_gate"":{""group_table_pressure"":0.75,""source_pressure"":false,""gate_applied"":false,""gate_reason"":""""}}",,0.7,false,,,0,,,2026-06-20T10:12:04.643665+00:00
